post_id,post_date,platform,content_type,campaign,category,posting_hour,followers,impressions,reach,likes,comments,shares,saves
POST02427,2025-10-31 06:00:00,Instagram,Reel,Educational Series,Brand,8,313270,678935,573716,36528.0,1641,2474,13917
POST02428,2025-10-31 09:00:00,LinkedIn,Reel,Special Campaign,Community,7,170553,105679,73163,4830.0,272,222,639
POST02429,2025-10-31 12:00:00,Instagram,Carousel,Seasonal Campaign,Entertainment,5,242444,396491,321612,18363.0,1096,4057,5248
POST02430,2025-10-31 15:00:00,LinkedIn,Carousel,Educational Series,Education,19,381781,399919,248144,15575.0,155,2871,948
POST02431,2025-10-31 18:00:00,Facebook,Reel,Festival Campaign,Promotional,17,280779,360993,301134,9307.0,550,3756,1925
POST02432,2025-10-31 21:00:00,Facebook,Image,Brand Awareness,Promotional,15,147208,104686,60635,3129.0,47,652,211
POST02433,2025-11-01 00:00:00,LinkedIn,Reel,Brand Awareness,Brand,7,43549,64113,41333,4020.0,54,805,610
POST02434,2025-11-01 03:00:00,Instagram,Reel,Special Campaign,Event,22,219944,470435,394075,24231.0,1172,3700,5444
POST02435,2025-11-01 06:00:00,LinkedIn,Reel,Educational Series,Event,3,486909,469037,380626,13064.0,359,5529,3912
POST02436,2025-11-01 09:00:00,Instagram,Video,Product Launch,Entertainment,2,203308,214222,155404,4691.0,262,1287,2860
POST02437,2025-11-01 12:00:00,Instagram,Reel,Special Campaign,Education,14,215055,259186,203584,9767.0,363,1740,3413
POST02438,2025-11-01 15:00:00,Instagram,Reel,Community Campaign,Education,5,56155,63101,38804,3286.0,96,658,628
POST02439,2025-11-01 18:00:00,YouTube,Reel,Seasonal Campaign,Brand,0,57481,85588,67076,3109.0,42,825,697
POST02440,2025-11-01 21:00:00,Instagram,Reel,Festival Campaign,Brand,17,254477,543288,300325,26884.0,893,1393,3062
POST02441,2025-11-02 00:00:00,YouTube,Carousel,Brand Awareness,Event,22,87967,129401,108907,7910.0,189,828,2419
POST02442,2025-11-02 03:00:00,YouTube,Reel,Educational Series,Community,10,381464,706692,516380,31837.0,440,8293,7728
POST02443,2025-11-02 06:00:00,Facebook,Reel,Product Launch,Education,2,364705,404639,356226,17619.0,766,6585,3202
POST02444,2025-11-02 09:00:00,Facebook,Carousel,Product Launch,Community,12,302590,235176,168705,9895.0,582,1769,2522
POST02445,2025-11-02 12:00:00,YouTube,Reel,Product Launch,Education,16,290651,522595,366642,32712.0,946,3395,3251
POST02446,2025-11-02 15:00:00,Instagram,Carousel,Seasonal Campaign,Community,17,145183,236583,167386,4196.0,104,927,1184
POST02447,2025-11-02 18:00:00,Instagram,Image,Community Campaign,Community,13,53208,68690,46427,3225.0,46,312,427
POST02448,2025-11-02 21:00:00,INSTAGRAM,Reel,Event Promotion,Education,6,37522,31146,18947,1447.0,30,230,318
POST02449,2025-11-03 00:00:00,Instagram,Carousel,Special Campaign,Entertainment,6,329546,452467,382208,17613.0,427,825,5484
POST02450,2025-11-03 03:00:00,Instagram,Reel,Seasonal Campaign,Entertainment,13,438706,579702,397779,26042.0,708,2840,2632
POST02451,2025-11-03 06:00:00,Instagram,Image,Community Campaign,Brand,23,189083,142169,104520,4057.0,169,1009,2401
POST02452,2025-11-03 09:00:00,LinkedIn,Image,Product Launch,Community,14,448287,385510,214713,8648.0,136,2077,2997
POST02453,2025-11-03 12:00:00,YouTube,Reel,Educational Series,Community,11,460970,506602,289314,20963.0,270,3945,5919
POST02454,2025-11-03 15:00:00,Instagram,Carousel,Special Campaign,Community,11,247021,439741,333769,8275.0,467,5028,3429
POST02455,2025-11-03 18:00:00,YouTube,Video,Festival Campaign,Community,7,65102,68582,58824,2154.0,107,662,1415
POST02456,2025-11-03 21:00:00,Instagram,Text,Community Campaign,Community,15,34040,32326,23361,589.0,14,96,456
POST02457,2025-11-04 00:00:00,YouTube,Carousel,Educational Series,Event,8,386398,592566,360126,16808.0,704,4745,4681
POST02458,2025-11-04 03:00:00,Facebook,Image,Seasonal Campaign,Promotional,1,420262,307092,181382,6899.0,273,1152,4144
POST02459,2025-11-04 06:00:00,YouTube,Reel,Seasonal Campaign,Community,13,452590,859912,743760,61235.0,2887,4941,13970
POST02460,2025-11-04 09:00:00,YouTube,Reel,Special Campaign,Event,23,318333,557046,443170,20481.0,1084,5322,5527
POST02461,2025-11-04 12:00:00,LinkedIn,Image,Product Launch,Entertainment,23,131738,134771,119699,2523.0,70,620,2924
POST02462,2025-11-04 15:00:00,LinkedIn,Image,Festival Campaign,Community,15,366142,217708,126014,2645.0,113,810,1205
POST02463,2025-11-04 18:00:00,Facebook,Text,Brand Awareness,Entertainment,4,255479,104336,90346,1401.0,70,746,781
POST02464,2025-11-04 21:00:00,YouTube,Image,Brand Awareness,Brand,4,106070,97695,82647,1657.0,74,1111,1874
POST02465,2025-11-05 00:00:00,Facebook,Image,Seasonal Campaign,Promotional,19,186040,193762,167141,10758.0,603,1561,3102
POST02466,2025-11-05 03:00:00,Instagram,Image,Educational Series,Education,20,172007,176560,97464,5423.0,188,490,1033
POST02467,2025-11-05 06:00:00,Instagram,Video,Festival Campaign,Promotional,17,337725,370573,300040,28715.0,1439,1143,2430
POST02468,2025-11-05 09:00:00,Instagram,Carousel,Educational Series,Community,17,388675,258383,191753,4272.0,237,1350,1326
POST02469,2025-11-05 12:00:00,YouTube,Carousel,Festival Campaign,Community,4,291153,273405,205221,15286.0,578,485,2031
POST02470,2025-11-05 15:00:00,YouTube,Reel,Festival Campaign,Promotional,10,460205,798517,570317,45792.0,497,5962,3286
POST02471,2025-11-05 18:00:00,Instagram,Video,Seasonal Campaign,Promotional,12,460092,429065,347515,24362.0,1240,4411,2153
POST02472,2025-11-05 21:00:00,LinkedIn,Reel,Educational Series,Brand,2,218554,191128,172004,9255.0,484,1934,3454
POST02473,2025-11-06 00:00:00,LinkedIn,Video,Seasonal Campaign,Entertainment,16,449940,224710,179473,9175.0,275,2853,790
POST02474,2025-11-06 03:00:00,Facebook,Image,Special Campaign,Education,17,130847,129489,101948,6490.0,139,772,1291
POST02475,2025-11-06 06:00:00,YouTube,Image,Festival Campaign,Promotional,13,71377,97563,76006,4296.0,253,547,905
POST02476,2025-11-06 09:00:00,LinkedIn,Image,Community Campaign,Education,11,88861,68364,54234,2939.0,110,294,1308
POST02477,2025-11-06 12:00:00,Instagram,Carousel,Product Launch,Promotional,13,159771,105864,70901,1625.0,58,959,938
POST02478,2025-11-06 15:00:00,Facebook,Reel,Special Campaign,Entertainment,17,416961,350089,231785,9358.0,536,4142,1515
POST02479,2025-11-06 18:00:00,Instagram,Video,Festival Campaign,Education,19,130612,176508,145534,13579.0,412,2569,719
POST02480,2025-11-06 21:00:00,Facebook,Image,Community Campaign,Event,1,326981,288050,163779,6966.0,365,2175,3130
POST02481,2025-11-07 00:00:00,Instagram,Reel,Festival Campaign,Entertainment,6,444010,690076,562920,48945.0,2204,10790,3518
POST02482,2025-11-07 03:00:00,LinkedIn,Reel,Community Campaign,Education,14,172270,253667,211772,11937.0,696,3098,5005
POST02483,2025-11-07 06:00:00,LinkedIn,Image,Educational Series,Promotional,9,208875,216356,158493,9394.0,295,1328,2425
POST02484,2025-11-07 09:00:00,Instagram,Image,Brand Awareness,Promotional,14,402935,264214,229483,5607.0,310,875,2716
POST02485,2025-11-07 12:00:00,YouTube,Image,Event Promotion,Entertainment,16,426705,269680,192977,3912.0,150,2079,3484
POST02486,2025-11-07 15:00:00,LinkedIn,Carousel,Special Campaign,Entertainment,10,70557,50855,31140,1568.0,52,377,229
POST02487,2025-11-07 18:00:00,YouTube,Image,Festival Campaign,Promotional,1,474655,432896,292849,14627.0,369,3413,3341
POST02488,2025-11-07 21:00:00,LinkedIn,Text,Event Promotion,Education,20,304618,198501,172111,5088.0,191,1034,642
POST02489,2025-11-08 00:00:00,YouTube,Image,Festival Campaign,Event,17,76439,96345,86499,4901.0,189,1058,1929
POST02490,2025-11-08 03:00:00,Instagram,Video,Educational Series,Brand,3,235028,215169,150112,8961.0,492,2043,1854
POST02491,2025-11-08 06:00:00,Instagram,Reel,Educational Series,Entertainment,8,206258,419140,255003,25094.0,1134,1400,5022
POST02492,2025-11-08 09:00:00,Instagram,Image,Community Campaign,Promotional,16,88213,105752,68761,1553.0,79,290,1593
POST02493,2025-11-08 12:00:00,Facebook,Reel,Festival Campaign,Education,16,337440,584660,434784,13561.0,657,7113,7548
POST02494,2025-11-08 15:00:00,Instagram,Image,Educational Series,Entertainment,16,185584,230729,173100,11576.0,275,1173,1950
POST02495,2025-11-08 18:00:00,YouTube,Video,Educational Series,Education,15,358855,576048,443856,32035.0,649,2789,7381
POST02496,2025-11-08 21:00:00,YouTube,Reel,Festival Campaign,Entertainment,19,389871,387589,326494,25579.0,586,3180,3567
POST02497,2025-11-09 00:00:00,YouTube,Reel,Community Campaign,Promotional,7,21177,38425,30698,864.0,14,163,475
POST02498,2025-11-09 03:00:00,LinkedIn,Video,Community Campaign,Education,22,20761,11545,7403,677.0,19,120,92
POST02499,2025-11-09 06:00:00,LinkedIn,Reel,Community Campaign,Promotional,14,254154,305694,210398,18136.0,774,801,1324
POST02500,2025-11-09 09:00:00,YouTube,Carousel,Community Campaign,Education,0,288602,185192,156290,10807.0,398,1081,3151
POST02501,2025-11-09 12:00:00,Facebook,Image,Brand Awareness,Entertainment,18,472914,235668,181861,12229.0,537,1512,2531
POST02502,2025-11-09 15:00:00,Facebook,Video,Festival Campaign,Brand,14,336919,221185,134534,8829.0,245,2156,966
POST02503,2025-11-09 18:00:00,YouTube,Reel,Seasonal Campaign,Brand,8,204938,161911,107498,6104.0,123,1699,2431
POST02504,2025-11-09 21:00:00,LinkedIn,Reel,Brand Awareness,Event,4,171182,146186,120878,7674.0,154,360,2631
POST02505,2025-11-10 00:00:00,Instagram,Image,Educational Series,Event,15,113789,183644,112065,6720.0,269,1283,1713
POST02506,2025-11-10 03:00:00,Instagram,Text,Brand Awareness,Community,12,497069,379463,300484,14901.0,271,2320,7315
POST02507,2025-11-10 06:00:00,LinkedIn,Image,Special Campaign,Promotional,15,408192,370539,276880,14098.0,420,930,6478
POST02508,2025-11-10 09:00:00,YouTube,Reel,Seasonal Campaign,Education,21,138249,125006,75205,3234.0,66,980,1709
POST02509,2025-11-10 12:00:00,Facebook,Carousel,Seasonal Campaign,Event,10,474662,428142,338706,24586.0,1060,4492,2009
POST02510,2025-11-10 15:00:00,LinkedIn,Text,Seasonal Campaign,Entertainment,12,310577,127668,76578,3379.0,137,564,726
POST02511,2025-11-10 18:00:00,Instagram,Video,Community Campaign,Brand,5,92715,92401,63706,2543.0,73,1145,766
POST02512,2025-11-10 21:00:00,LinkedIn,Text,Educational Series,Education,19,296993,106862,70314,2575.0,42,453,1497
POST02513,2025-11-11 00:00:00,YouTube,Reel,Brand Awareness,Community,16,277969,370483,293238,30432.0,626,4098,6500
POST02514,2025-11-11 03:00:00,YouTube,Reel,Brand Awareness,Brand,4,352124,289803,238747,12322.0,414,904,4663
POST02515,2025-11-11 06:00:00,Facebook,Carousel,Special Campaign,Education,16,350644,467153,284454,8062.0,472,3754,3809
POST02516,2025-11-11 09:00:00,LinkedIn,Video,Festival Campaign,Event,0,455206,414230,345550,8832.0,207,4193,2267
POST02517,2025-11-11 12:00:00,Instagram,Reel,Brand Awareness,Event,4,342035,714224,394626,15943.0,311,4769,1489
POST02518,2025-11-11 15:00:00,YouTube,Reel,Special Campaign,Promotional,4,342010,723568,532199,21598.0,454,7758,9784
POST02519,2025-11-11 18:00:00,Facebook,Video,Educational Series,Community,6,491563,625268,456993,39201.0,1779,5092,11366
POST02520,2025-11-11 21:00:00,Facebook,Reel,Community Campaign,Education,15,488819,801549,615860,,1310,9578,6528
POST02521,2025-11-12 00:00:00,Facebook,Image,Festival Campaign,Community,17,191064,98330,62330,4025.0,55,537,966
POST02522,2025-11-12 03:00:00,Instagram,Image,Special Campaign,Entertainment,5,405613,582619,322450,7314.0,347,2542,6717
POST02523,2025-11-12 06:00:00,Instagram,Image,Brand Awareness,Community,1,216169,180050,127685,8549.0,296,431,906
POST02524,2025-11-12 09:00:00,Instagram,Carousel,Festival Campaign,Event,12,96008,117655,67650,2513.0,128,577,1437
POST02525,2025-11-12 12:00:00,Facebook,Image,Event Promotion,Promotional,9,231734,215218,185575,9468.0,294,1502,3109
POST02526,2025-11-12 15:00:00,Instagram,Carousel,Festival Campaign,Event,20,285245,504445,308106,,98,3273,4786
POST02527,2025-11-12 18:00:00,Instagram,Image,Seasonal Campaign,Brand,19,309134,471081,329206,12859.0,567,2348,6508
POST02528,2025-11-12 21:00:00,LinkedIn,Image,Community Campaign,Event,10,89214,38033,26695,604.0,30,93,221
POST02529,2025-11-13 00:00:00,Instagram,Carousel,Seasonal Campaign,Education,20,316755,345053,256547,14754.0,812,1065,4239
POST02530,2025-11-13 03:00:00,LinkedIn,Reel,Event Promotion,Promotional,1,474711,638439,526001,27866.0,1071,7776,4359
POST02531,2025-11-13 06:00:00,Facebook,Reel,Seasonal Campaign,Education,7,116265,163665,117061,10824.0,174,1612,813
POST02532,2025-11-13 09:00:00,Facebook,Reel,Event Promotion,Entertainment,23,464306,285934,159841,6422.0,182,1116,2671
POST02533,2025-11-13 12:00:00,Instagram,Reel,Festival Campaign,Entertainment,21,276146,409200,335498,16049.0,789,3400,2994
POST02534,2025-11-13 15:00:00,Instagram,Image,Educational Series,Event,18,35958,51621,29876,823.0,28,161,559
POST02535,2025-11-13 18:00:00,Facebook,Video,Community Campaign,Promotional,19,371930,497158,385070,24873.0,1118,2011,5513
POST02536,2025-11-13 21:00:00,Facebook,Carousel,Educational Series,Community,16,223691,192754,160217,4492.0,45,1049,2930
POST02537,2025-11-14 00:00:00,Facebook,Video,Community Campaign,Promotional,15,216328,288575,187268,7047.0,96,1216,4235
POST02538,2025-11-14 03:00:00,Instagram,Image,Special Campaign,Promotional,9,238364,270616,191376,10456.0,460,529,1156
POST02539,2025-11-14 06:00:00,Facebook,Image,Community Campaign,Promotional,4,87002,99550,55251,1216.0,29,425,246
POST02540,2025-11-14 09:00:00,Facebook,Image,Seasonal Campaign,Event,13,69887,61540,51161,,87,361,603
POST02541,2025-11-14 12:00:00,Facebook,Reel,Seasonal Campaign,Education,23,282483,297697,237008,8090.0,340,3478,4448
POST02542,2025-11-14 15:00:00,Facebook,Reel,Educational Series,Event,18,130083,207432,130886,9380.0,146,1712,2944
POST02543,2025-11-14 18:00:00,Facebook,Image,Product Launch,Community,3,332672,148170,101730,7312.0,377,591,383
POST02544,2025-11-14 21:00:00,Facebook,Text,Special Campaign,Education,19,368783,348627,276586,6313.0,108,1753,5654
POST02545,2025-11-15 00:00:00,Instagram,Reel,Event Promotion,Community,15,102624,191527,129349,5997.0,279,1508,602
POST02546,2025-11-15 03:00:00,YouTube,Reel,Seasonal Campaign,Brand,23,351404,723915,439304,42207.0,1039,7954,6928
POST02547,2025-11-15 06:00:00,Instagram,Video,Special Campaign,Brand,14,388637,420010,307227,21227.0,488,5442,3247
POST02548,2025-11-15 09:00:00,YouTube,Reel,Seasonal Campaign,Education,8,73570,125711,100977,6504.0,332,1654,342
POST02549,2025-11-15 12:00:00,YouTube,Video,Seasonal Campaign,Event,2,41643,71979,47670,3075.0,115,532,244
POST02550,2025-11-15 15:00:00,Instagram,Carousel,Festival Campaign,Community,22,80252,121553,72034,2853.0,57,1063,776
POST02551,2025-11-15 18:00:00,Instagram,Text,Educational Series,Community,8,373724,238921,200774,10739.0,108,649,4815
POST02552,2025-11-15 21:00:00,Instagram,Image,Educational Series,Entertainment,17,161406,135199,86321,5027.0,294,858,552
POST02553,2025-11-16 00:00:00,Facebook,Carousel,Seasonal Campaign,Community,3,118856,119815,87403,5373.0,169,732,785
POST02554,2025-11-16 03:00:00,LinkedIn,Image,Festival Campaign,Event,18,383939,261716,207271,14159.0,422,724,5155
POST02555,2025-11-16 06:00:00,Instagram,Carousel,Seasonal Campaign,Entertainment,23,82977,129132,85353,4901.0,61,266,1158
POST02556,2025-11-16 09:00:00,LinkedIn,Image,Event Promotion,Event,3,282933,178996,139083,6347.0,347,1032,1219
POST02557,2025-11-16 12:00:00,YouTube,Reel,Festival Campaign,Promotional,8,316085,614487,436837,44602.0,759,2899,7229
POST02558,2025-11-16 15:00:00,Instagram,Image,Seasonal Campaign,Community,0,20552,20685,15506,451.0,12,73,195
POST02559,2025-11-16 18:00:00,Instagram,Image,Community Campaign,Promotional,0,301950,176110,133262,3420.0,106,739,2916
POST02560,2025-11-16 21:00:00,YouTube,Video,Product Launch,Brand,19,56979,38912,32625,1164.0,58,443,103
POST02561,2025-11-17 00:00:00,Facebook,Carousel,Community Campaign,Brand,18,159895,173273,135103,11258.0,314,586,3367
POST02562,2025-11-17 03:00:00,Facebook,Carousel,Product Launch,Education,2,51980,51113,32840,2039.0,74,390,146
POST02563,2025-11-17 06:00:00,Instagram,Reel,Festival Campaign,Community,9,20860,33932,19370,965.0,30,306,286
POST02564,2025-11-17 09:00:00,Instagram,Carousel,Community Campaign,Entertainment,11,20290,32979,18161,666.0,17,185,333
POST02565,2025-11-17 12:00:00,YouTube,Image,Event Promotion,Promotional,17,324561,281382,243830,5134.0,294,1145,3680
POST02566,2025-11-17 15:00:00,Instagram,Video,Special Campaign,Event,13,99880,215085,189218,6338.0,315,606,1819
POST02567,2025-11-17 18:00:00,Instagram,Text,Community Campaign,Community,9,419086,545221,317830,17756.0,332,1740,6934
POST02568,2025-11-17 21:00:00,Instagram,Reel,Educational Series,Education,9,53397,42729,30784,2594.0,97,520,383
POST02569,2025-11-18 00:00:00,Facebook,Video,Special Campaign,Event,17,125311,188894,113914,10456.0,521,454,1095
POST02570,2025-11-18 03:00:00,LinkedIn,Reel,Special Campaign,Promotional,23,298330,366281,323082,19078.0,743,4906,6430
POST02571,2025-11-18 06:00:00,YouTube,Image,Product Launch,Community,0,255319,253294,161194,8134.0,282,1172,1000
POST02572,2025-11-18 09:00:00,LinkedIn,Image,Product Launch,Promotional,14,135162,105369,76453,3372.0,45,941,574
POST02573,2025-11-18 12:00:00,Instagram,Reel,Seasonal Campaign,Community,7,172088,360231,219008,20750.0,317,1887,1874
POST02574,2025-11-18 15:00:00,YouTube,Carousel,Event Promotion,Community,2,351760,589531,392902,32790.0,729,4604,4937
POST02575,2025-11-18 18:00:00,Instagram,Reel,Product Launch,Promotional,17,98508,162944,104835,10353.0,369,1583,361
POST02576,2025-11-18 21:00:00,Facebook,Reel,Product Launch,Promotional,8,87296,69584,49849,3621.0,214,297,1237
POST02577,2025-11-19 00:00:00,LinkedIn,Image,Seasonal Campaign,Event,15,162346,133224,92846,1981.0,99,338,1504
POST02578,2025-11-19 03:00:00,Facebook,Carousel,Event Promotion,Education,20,43304,23580,15699,940.0,14,52,382
POST02579,2025-11-19 06:00:00,Instagram,Text,Community Campaign,Promotional,14,228774,233721,137207,2657.0,121,1144,2848
POST02580,2025-11-19 09:00:00,Facebook,Carousel,Festival Campaign,Brand,4,220006,272067,195771,5823.0,294,1875,1165
POST02581,2025-11-19 12:00:00,Instagram,Carousel,Community Campaign,Education,12,378305,406752,344751,11395.0,349,1132,2619
POST02582,2025-11-19 15:00:00,LinkedIn,Image,Educational Series,Brand,21,198770,81744,65851,2477.0,65,356,247
POST02583,2025-11-19 18:00:00,YouTube,Reel,Educational Series,Event,19,227123,387218,310626,22414.0,879,1554,6629
POST02584,2025-11-19 21:00:00,YouTube,Reel,Product Launch,Promotional,6,296849,356290,241611,12567.0,451,1006,3879
POST02585,2025-11-20 00:00:00,YouTube,Image,Special Campaign,Education,15,187401,138977,110896,4704.0,109,587,857
POST02586,2025-11-20 03:00:00,Facebook,Carousel,Educational Series,Promotional,6,210808,236901,168895,4049.0,120,576,4111
POST02587,2025-11-20 06:00:00,Instagram,Image,Festival Campaign,Community,21,335140,531918,320531,16496.0,614,1552,6156
POST02588,2025-11-20 09:00:00,Facebook,Carousel,Product Launch,Promotional,15,292751,344518,240014,14975.0,583,2314,4445
POST02589,2025-11-20 12:00:00,Instagram,Image,Seasonal Campaign,Education,12,204028,218444,130292,3044.0,111,1089,1156
POST02590,2025-11-20 15:00:00,Facebook,Reel,Educational Series,Promotional,16,312150,401923,237162,20689.0,1082,1289,2346
POST02591,2025-11-20 18:00:00,Facebook,Reel,Special Campaign,Promotional,8,360698,271052,151266,11572.0,134,881,2676
POST02592,2025-11-20 21:00:00,Facebook,Video,Seasonal Campaign,Entertainment,11,226424,321130,208413,12350.0,329,3279,3346
POST02593,2025-11-21 00:00:00,YouTube,Carousel,Brand Awareness,Entertainment,12,398340,508067,338274,18885.0,896,1481,5831
POST02594,2025-11-21 03:00:00,YouTube,Video,Brand Awareness,Education,8,433710,839183,666987,40165.0,1710,2076,14896
POST02595,2025-11-21 06:00:00,Instagram,Reel,Brand Awareness,Education,4,172309,397688,293613,8865.0,495,1978,1916
POST02596,2025-11-21 09:00:00,Facebook,Text,Seasonal Campaign,Community,6,223439,128889,109614,5270.0,207,780,609
POST02597,2025-11-21 12:00:00,Instagram,Reel,Brand Awareness,Community,0,323107,750296,459004,30258.0,1268,1249,7078
POST02598,2025-11-21 15:00:00,YouTube,Reel,Community Campaign,Promotional,3,443757,924466,594510,23471.0,1062,11442,8325
POST02599,2025-11-21 18:00:00,Instagram,Text,Brand Awareness,Brand,3,23447,24053,21151,965.0,18,79,250
POST02600,2025-11-21 21:00:00,Instagram,Reel,Product Launch,Education,15,222192,288895,203791,16347.0,779,1349,4667
POST02601,2025-11-22 00:00:00,Facebook,Carousel,Event Promotion,Promotional,4,47156,55851,46142,1589.0,39,562,705
POST02602,2025-11-22 03:00:00,Instagram,Reel,Community Campaign,Brand,21,187631,225744,163045,14368.0,448,1107,2523
POST02603,2025-11-22 06:00:00,Facebook,Image,Special Campaign,Entertainment,3,172537,157901,112880,4814.0,51,726,1248
POST02604,2025-11-22 09:00:00,Instagram,Text,Event Promotion,Community,5,62120,29328,17650,408.0,21,120,186
POST02605,2025-11-22 12:00:00,Instagram,Reel,Product Launch,Education,22,364897,642433,544731,42104.0,2428,1617,13469
POST02606,2025-11-22 15:00:00,YouTube,Carousel,Special Campaign,Promotional,2,30190,50616,29226,1712.0,22,395,488
POST02607,2025-11-22 18:00:00,Instagram,Reel,Product Launch,Entertainment,7,83394,95638,62986,2474.0,103,708,1332
POST02608,2025-11-22 21:00:00,Instagram,Carousel,Festival Campaign,Event,16,287479,462986,363774,27631.0,1603,2317,4672
POST02609,2025-11-23 00:00:00,Facebook,Reel,Special Campaign,Entertainment,17,205711,190962,138932,12872.0,519,1299,1003
POST02610,2025-11-23 03:00:00,Instagram,Reel,Community Campaign,Promotional,17,485012,913881,784550,71572.0,3571,2780,7960
POST02611,2025-11-23 06:00:00,Facebook,Reel,Event Promotion,Community,11,176850,248291,139975,7998.0,127,2062,1485
POST02612,2025-11-23 09:00:00,Instagram,Reel,Brand Awareness,Brand,0,232213,248047,192805,17414.0,387,2259,2974
POST02613,2025-11-23 12:00:00,Instagram,Text,Product Launch,Event,22,431775,426341,305734,16208.0,442,3183,1957
POST02614,2025-11-23 15:00:00,Facebook,Image,Brand Awareness,Event,11,455557,501534,302931,21754.0,1284,2190,3488
POST02615,2025-11-23 18:00:00,Instagram,Reel,Special Campaign,Community,10,302701,416744,337620,33996.0,1668,5604,1759
POST02616,2025-11-23 21:00:00,Instagram,Image,Event Promotion,Event,12,383236,500927,347621,13443.0,729,1391,4840
POST02617,2025-11-24 00:00:00,Instagram,Reel,Seasonal Campaign,Education,2,273220,500569,368445,15275.0,524,1309,8784
POST02618,2025-11-24 03:00:00,Instagram,Carousel,Community Campaign,Promotional,7,456997,436188,387571,15280.0,700,5831,4052
POST02619,2025-11-24 06:00:00,Facebook,Text,Educational Series,Event,2,261745,250642,180507,6726.0,313,722,738
POST02620,2025-11-24 09:00:00,Instagram,Image,Seasonal Campaign,Entertainment,16,241525,277413,232522,14298.0,549,2686,3811
POST02621,2025-11-24 12:00:00,Facebook,Video,Special Campaign,Brand,12,379218,350289,287010,21828.0,1176,1840,4868
POST02622,2025-11-24 15:00:00,LinkedIn,Image,Special Campaign,Promotional,9,485473,232220,181587,10992.0,196,657,2460
POST02623,2025-11-24 18:00:00,YouTube,Reel,Seasonal Campaign,Community,16,40575,56482,48793,2714.0,34,730,572
POST02624,2025-11-24 21:00:00,LinkedIn,Carousel,Educational Series,Entertainment,2,354992,366811,234047,8555.0,215,2978,5298
POST02625,2025-11-25 00:00:00,Instagram,Image,Special Campaign,Education,12,273947,332443,278344,5372.0,77,3248,6581
POST02626,2025-11-25 03:00:00,LinkedIn,Carousel,Special Campaign,Event,21,395360,407507,278011,16805.0,218,3865,4951
POST02627,2025-11-25 06:00:00,Instagram,Video,Product Launch,Entertainment,5,24616,45789,38205,3103.0,96,379,535
POST02628,2025-11-25 09:00:00,Facebook,Image,Festival Campaign,Promotional,13,215980,164622,118993,7855.0,157,771,533
POST02629,2025-11-25 12:00:00,YouTube,Text,Special Campaign,Entertainment,9,184835,155563,132259,4818.0,238,1166,1272
POST02630,2025-11-25 15:00:00,Instagram,Video,Brand Awareness,Education,19,315268,674814,582496,52885.0,2061,6571,5400
POST02631,2025-11-25 18:00:00,Facebook,Image,Product Launch,Brand,15,480445,571307,433722,12547.0,351,5679,1856
POST02632,2025-11-25 21:00:00,Facebook,Carousel,Festival Campaign,Event,17,153662,132841,96664,5162.0,125,698,2083
POST02633,2025-11-26 00:00:00,Instagram,Reel,Brand Awareness,Promotional,12,181942,336388,277233,11830.0,451,921,6119
POST02634,2025-11-26 03:00:00,Instagram,Text,Event Promotion,Event,9,29534,20403,13128,308.0,9,95,302
POST02635,2025-11-26 06:00:00,Facebook,Carousel,Seasonal Campaign,Event,5,290065,178911,99362,8054.0,102,688,1919
POST02636,2025-11-26 09:00:00,Facebook,Reel,Seasonal Campaign,Community,9,414907,615734,426385,38282.0,1656,3577,7944
POST02637,2025-11-26 12:00:00,LinkedIn,Reel,Educational Series,Event,4,324186,315636,229694,6183.0,216,2788,3103
POST02638,2025-11-26 15:00:00,Facebook,Carousel,Festival Campaign,Entertainment,5,71209,45560,29798,1129.0,26,437,651
POST02639,2025-11-26 18:00:00,LinkedIn,Reel,Brand Awareness,Entertainment,6,219512,287385,196622,8258.0,202,1398,2796
POST02640,2025-11-26 21:00:00,Facebook,Reel,Special Campaign,Brand,10,260763,431758,257574,9652.0,315,2322,940
POST02641,2025-11-27 00:00:00,Instagram,Image,Product Launch,Education,15,335747,519714,336281,18717.0,961,4111,5336
POST02642,2025-11-27 03:00:00,Instagram,Reel,Brand Awareness,Promotional,11,64377,110102,69808,4901.0,152,1237,809
POST02643,2025-11-27 06:00:00,Facebook,Image,Product Launch,Entertainment,11,59705,47376,31047,1319.0,68,141,449
POST02644,2025-11-27 09:00:00,Facebook,Reel,Seasonal Campaign,Event,22,116492,87483,57272,2335.0,72,832,727
POST02645,2025-11-27 12:00:00,Instagram,Reel,Educational Series,Education,19,169836,342517,255394,12170.0,626,2457,3557
POST02646,2025-11-27 15:00:00,Instagram,Carousel,Special Campaign,Promotional,4,486960,886806,565524,24563.0,1389,8412,3047
POST02647,2025-11-27 18:00:00,LinkedIn,Image,Educational Series,Promotional,15,297927,298049,262085,15834.0,174,2717,870
POST02648,2025-11-27 21:00:00,YouTube,Reel,Brand Awareness,Promotional,5,290659,520294,379266,39123.0,513,4154,3976
POST02649,2025-11-28 00:00:00,YouTube,Reel,Brand Awareness,Promotional,8,153142,110497,65760,2653.0,44,1079,565
POST02650,2025-11-28 03:00:00,YouTube,Image,Product Launch,Brand,4,364994,328010,212505,7744.0,124,2863,1806
POST02651,2025-11-28 06:00:00,Instagram,Reel,Product Launch,Promotional,20,262122,372400,299936,14353.0,469,3045,7083
